OrderID,OrderDate,ShipMode,CustomerSegment,Country,State,City,Region,Category,SubCategory,Quantity,UnitPrice,Discount,Unit_Cost
S1-100682,11/02/2022,Second Class,Corporate,United States,Colorado,Aurora,West,Office Supplies,Paper,3,16.91,0.2,10.63333333
S1-100683,30/09/2023,First Class,Consumer,United States,Washington,Bellevue,West,Furniture,Furnishings,1,49.45,0,44.26
S1-100684,12/05/2023,Same Day,Corporate,United States,Arizona,Scottsdale,West,Technology,Accessories,1,181.24,0,119.72
S1-100685,28/01/2021,Standard Class,Consumer,United States,Massachusetts,Cambridge,East,Technology,Accessories,2,190.53,0,126.61
S1-100686,30/11/2021,Standard Class,Consumer,United States,New York,Syracuse,East,Furniture,Tables,2,416.5,0,330.94
S1-100687,05/04/2022,Standard Class,Consumer,United States,Colorado,Boulder,West,Office Supplies,Binders,3,25.71,0,20.65333333
S1-100688,11/03/2023,Second Class,Home Office,United States,California,San Francisco,West,Office Supplies,Labels,4,343.35,0,268.7
S1-100689,23/04/2021,First Class,Consumer,United States,Colorado,Colorado Springs,West,Furniture,Chairs,1,741.4,0,578.71
S1-100690,11/12/2022,Standard Class,Consumer,United States,Florida,Tampa,South,Technology,Accessories,4,597.56,0.1,481.9825
S1-100691,09/06/2023,Standard Class,Corporate,United States,Arizona,Chandler,West,Office Supplies,Art,4,282.71,0,193.3975
S1-100692,02/09/2021,Same Day,Consumer,United States,Arizona,Chandler,West,Office Supplies,Storage,1,212.11,0.2,117.54
S1-100693,20/02/2021,Standard Class,Corporate,United States,New York,Albany,East,Office Supplies,Art,3,724.91,0,449.7
S1-100694,27/04/2023,First Class,Consumer,United States,Arizona,Mesa,West,Office Supplies,Storage,4,580.21,0.1,425.3725
S1-100695,05/02/2021,First Class,Corporate,United States,Illinois,Springfield,Central,Furniture,Bookcases,2,234.13,0,166.1
S1-100696,18/10/2023,Standard Class,Consumer,United States,Florida,Miami,South,Office Supplies,Binders,3,432.59,0,337.1133333
S1-100697,20/06/2023,Second Class,Corporate,United States,Arizona,Tucson,West,Furniture,Furnishings,1,657.47,0,549.52
S1-100698,14/12/2023,Standard Class,Consumer,United States,Massachusetts,Lowell,East,Furniture,Furnishings,3,480.21,0,288.8733333
S1-100699,17/06/2021,Second Class,Corporate,United States,Texas,Dallas,Central,Technology,Copiers,4,589.28,0,506.285
S1-100700,01/04/2023,Standard Class,Home Office,United States,Arizona,Scottsdale,West,Office Supplies,Storage,2,650.2,0,390.37
S1-100701,20/06/2023,Standard Class,Consumer,United States,California,Sacramento,West,Furniture,Bookcases,4,308.33,0,187.49
S1-100702,21/08/2021,First Class,Consumer,United States,Massachusetts,Lowell,East,Office Supplies,Storage,3,481.76,0,377.5233333
S1-100703,02/07/2022,First Class,Consumer,United States,California,San Diego,West,Furniture,Chairs,3,86.64,0.1,67.53666667
S1-100704,12/12/2023,Standard Class,Home Office,United States,Colorado,Denver,West,Furniture,Chairs,4,308.63,0,232.4
S1-100705,23/03/2021,Standard Class,Consumer,United States,Massachusetts,Cambridge,East,Office Supplies,Storage,2,686.1,0,531.87
S1-100706,18/05/2021,Second Class,Consumer,United States,Texas,Houston,Central,Furniture,Chairs,4,577.15,0.2,336.18
S1-100707,09/03/2022,Same Day,Corporate,United States,Colorado,Colorado Springs,West,Furniture,Bookcases,2,186.05,0.3,82.655
S1-100708,12/03/2023,Standard Class,Corporate,United States,Nevada,Sparks,West,Technology,Phones,4,597.82,0,391.175
S1-100709,08/02/2021,Standard Class,Corporate,United States,Washington,Tacoma,West,Technology,Machines,2,385.71,0,258.61
S1-100710,28/01/2022,Standard Class,Consumer,United States,Florida,Orlando,South,Office Supplies,Paper,1,514.93,0,361.09
S1-100711,15/10/2022,Second Class,Corporate,United States,Massachusetts,Worcester,East,Technology,Copiers,4,309.25,0,206.8775
S1-100712,04/12/2023,Standard Class,Consumer,United States,Florida,Miami,South,Technology,Machines,4,257.12,0,219.935
S1-100713,22/05/2022,Standard Class,Consumer,United States,Washington,Bellevue,West,Furniture,Tables,3,113.1,0,91.99666667
S1-100714,09/09/2022,Second Class,Home Office,United States,Washington,Bellevue,West,Technology,Phones,3,274.74,0.1,202.3866667
S1-100715,06/06/2021,Standard Class,Corporate,United States,Illinois,Joliet,Central,Technology,Copiers,3,685.37,0.3,315.6466667
S1-100716,08/03/2021,Standard Class,Home Office,United States,Illinois,Naperville,Central,Office Supplies,Art,2,575.76,0,437.79
S1-100717,02/06/2021,Standard Class,Consumer,United States,Illinois,Naperville,Central,Technology,Copiers,1,96.81,0.3,59.41
S1-100718,11/02/2021,Second Class,Consumer,United States,New York,Rochester,East,Technology,Accessories,2,212.17,0,137.675
S1-100719,02/12/2021,Second Class,Corporate,United States,Illinois,Aurora,Central,Office Supplies,Storage,4,108.88,0.2,70.68
S1-100720,29/12/2023,Second Class,Corporate,United States,Florida,Orlando,South,Furniture,Furnishings,2,437.3,0,285.16
S1-100721,10/08/2023,Standard Class,Corporate,United States,Illinois,Joliet,Central,Office Supplies,Art,1,554.26,0.1,340.48
S1-100722,12/02/2023,Same Day,Corporate,United States,New York,New York,East,Office Supplies,Paper,1,26.38,0,17.35
S1-100723,04/10/2022,First Class,Corporate,United States,Florida,Orlando,South,Furniture,Tables,4,294.84,0,219.5425
S1-100724,07/02/2023,Second Class,Consumer,United States,Illinois,Aurora,Central,Technology,Machines,4,703.88,0,588.4625
S1-100725,01/11/2022,Standard Class,Consumer,United States,Illinois,Naperville,Central,Technology,Copiers,1,361.4,0.2,235.21
S1-100726,18/06/2021,Standard Class,Corporate,United States,Nevada,Sparks,West,Office Supplies,Paper,1,259.7,0,226.95
S1-100727,11/09/2021,Second Class,Corporate,United States,Nevada,Sparks,West,Furniture,Chairs,4,316.97,0,248.3925
S1-100728,14/07/2021,Standard Class,Home Office,United States,Arizona,Phoenix,West,Furniture,Chairs,4,638.94,0,493.4425
S1-100729,19/11/2022,Second Class,Corporate,United States,Florida,Orlando,South,Technology,Phones,4,551.21,0,480.85
S1-100730,28/05/2023,Standard Class,Consumer,United States,Washington,Bellevue,West,Technology,Accessories,2,62.71,0.1,36.005
S1-100731,02/10/2022,Standard Class,Consumer,United States,Florida,Orlando,South,Office Supplies,Art,1,696.15,0.3,359.42
S1-100732,18/08/2022,Standard Class,Corporate,United States,California,Los Angeles,West,Office Supplies,Labels,2,774.6,0,529.08
S1-100733,17/10/2023,First Class,Consumer,United States,New York,Syracuse,East,Office Supplies,Art,4,515.69,0,329.8575
S1-100734,08/03/2023,Standard Class,Consumer,United States,Illinois,Aurora,Central,Technology,Phones,3,275.15,0,186.9066667
S1-100735,03/09/2023,Second Class,Consumer,United States,California,Los Angeles,West,Technology,Copiers,2,568.19,0,387.98
S1-100736,09/06/2021,First Class,Consumer,United States,Washington,Bellevue,West,Technology,Machines,1,139.71,0.1,109.92
S1-100737,24/12/2022,Standard Class,Consumer,United States,New York,Syracuse,East,Office Supplies,Labels,1,67.98,0.3,34.63
S1-100738,11/09/2021,Standard Class,Consumer,United States,Florida,Orlando,South,Technology,Phones,4,441.78,0,269.635
S1-100739,14/11/2023,Second Class,Home Office,United States,New York,New York,East,Furniture,Bookcases,4,314.98,0,283.47
S1-100740,05/06/2023,Standard Class,Consumer,United States,Illinois,Aurora,Central,Furniture,Bookcases,1,767.72,0,596.32
S1-100741,13/02/2022,Standard Class,Corporate,United States,Arizona,Chandler,West,Furniture,Bookcases,4,168.84,0.2,99.7425
S1-100742,21/06/2022,First Class,Corporate,United States,Texas,Houston,Central,Furniture,Tables,1,794.16,0,619.3
S1-100743,12/04/2022,First Class,Consumer,United States,Nevada,North Las Vegas,West,Technology,Phones,2,76.17,0,50.815
S1-100744,19/03/2023,Standard Class,Consumer,United States,Nevada,Sparks,West,Technology,Phones,3,515.6,0,382.4766667
S1-100745,07/11/2021,Second Class,Home Office,United States,New York,Buffalo,East,Office Supplies,Art,3,586.28,0.1,334.56
S1-100746,22/01/2022,Standard Class,Home Office,United States,Washington,Tacoma,West,Furniture,Furnishings,1,174.17,0,145.33
S1-100747,05/05/2022,First Class,Consumer,United States,Texas,Fort Worth,Central,Office Supplies,Storage,3,386.71,0,281.28
S1-100748,05/03/2021,Standard Class,Consumer,United States,Illinois,Springfield,Central,Office Supplies,Art,4,215.14,0,139.4575
S1-100749,06/01/2023,Standard Class,Home Office,United States,Massachusetts,Lowell,East,Technology,Phones,3,269.13,0,214.9066667
S1-100750,27/11/2022,Standard Class,Consumer,United States,Illinois,Joliet,Central,Furniture,Tables,3,771.74,0.1,546.2466667
S1-100751,04/05/2023,Standard Class,Corporate,United States,Colorado,Boulder,West,Furniture,Bookcases,3,696.96,0,494.0033333
S1-100752,17/05/2021,Standard Class,Consumer,United States,California,San Diego,West,Office Supplies,Paper,1,625.51,0.1,402.45
S1-100753,12/03/2023,Standard Class,Consumer,United States,Texas,Houston,Central,Office Supplies,Paper,4,408.47,0.1,234.83
S1-100754,17/09/2023,Standard Class,Corporate,United States,Massachusetts,Cambridge,East,Office Supplies,Labels,2,427.9,0,271.165
S1-100755,18/08/2023,First Class,Corporate,United States,Nevada,North Las Vegas,West,Furniture,Chairs,4,242.82,0,207.92
S1-100756,11/12/2023,Same Day,Consumer,United States,Massachusetts,Cambridge,East,Furniture,Tables,4,34.12,0,29.7475
S1-100757,11/10/2023,Standard Class,Consumer,United States,Colorado,Aurora,West,Furniture,Tables,4,722.67,0,437.5325
S1-100758,22/11/2023,Standard Class,Corporate,United States,New York,Syracuse,East,Furniture,Furnishings,2,120.85,0.3,66.44
S1-100759,03/11/2023,Standard Class,Corporate,United States,Florida,Tallahassee,South,Technology,Machines,4,242.93,0.1,157.71
S1-100760,19/01/2021,First Class,Home Office,United States,Massachusetts,Lowell,East,Office Supplies,Storage,4,623.99,0,434.79
S1-100761,16/08/2023,First Class,Consumer,United States,Arizona,Chandler,West,Technology,Accessories,4,238.56,0,195.11
S1-100762,10/01/2022,First Class,Consumer,United States,Florida,Jacksonville,South,Furniture,Chairs,1,758.42,0.2,372.95
S1-100763,16/02/2023,Standard Class,Consumer,United States,Illinois,Joliet,Central,Technology,Copiers,1,400.05,0.2,247
S1-100764,02/04/2021,Second Class,Corporate,United States,California,Sacramento,West,Furniture,Bookcases,2,55.7,0,38.72
S1-100765,15/08/2021,Standard Class,Consumer,United States,Nevada,Henderson,West,Office Supplies,Paper,4,635.75,0.1,367.745
S1-100766,26/10/2022,Standard Class,Consumer,United States,Washington,Everett,West,Office Supplies,Labels,2,618.43,0,488.405
S1-100767,27/02/2021,Same Day,Consumer,United States,Massachusetts,Boston,East,Technology,Accessories,3,215.97,0.3,132.0466667
S1-100768,31/01/2023,Standard Class,Consumer,United States,Massachusetts,Springfield,East,Office Supplies,Labels,4,400.34,0,285.1275
S1-100769,25/11/2021,Standard Class,Consumer,United States,California,San Jose,West,Office Supplies,Binders,3,257.63,0.1,146.8666667
S1-100770,24/04/2023,Second Class,Consumer,United States,Texas,Austin,Central,Office Supplies,Art,3,148.86,0,105.9733333
S1-100771,13/04/2023,Standard Class,Consumer,United States,Washington,Bellevue,West,Office Supplies,Binders,1,434.24,0.1,324.67
S1-100772,07/11/2023,Standard Class,Home Office,United States,Texas,Fort Worth,Central,Furniture,Tables,2,98.71,0,76.995
S1-100773,04/08/2022,Standard Class,Corporate,United States,Colorado,Boulder,West,Office Supplies,Binders,2,592.09,0,371.57
S1-100774,02/02/2023,First Class,Corporate,United States,Illinois,Naperville,Central,Technology,Machines,3,435.45,0,298.87
S1-100775,20/02/2021,Standard Class,Consumer,United States,Nevada,Henderson,West,Technology,Machines,4,100.75,0,70.965
S1-100776,18/11/2021,Second Class,Corporate,United States,Florida,Tallahassee,South,Furniture,Tables,1,583.41,0,521.17
S1-100777,21/08/2023,Second Class,Corporate,United States,California,Los Angeles,West,Furniture,Furnishings,2,164.38,0.2,86.855
S1-100778,28/07/2023,Standard Class,Consumer,United States,Arizona,Tucson,West,Office Supplies,Binders,4,556.04,0.1,381.4225
S1-100779,22/06/2021,Standard Class,Corporate,United States,Arizona,Mesa,West,Furniture,Tables,3,198.36,0.2,113.28
S1-100780,31/03/2023,Standard Class,Consumer,United States,Texas,Fort Worth,Central,Office Supplies,Storage,3,625.92,0,553.0166667
S1-100781,20/08/2022,Standard Class,Corporate,United States,Texas,Austin,Central,Technology,Accessories,2,445.5,0,397.315
S1-100782,29/10/2022,Standard Class,Home Office,United States,Colorado,Boulder,West,Furniture,Tables,1,633.27,0,532.77
S1-100783,25/04/2022,Standard Class,Corporate,United States,Massachusetts,Springfield,East,Furniture,Bookcases,2,212.29,0.1,157.13
S1-100784,04/01/2021,Second Class,Consumer,United States,Nevada,Henderson,West,Furniture,Bookcases,2,408.21,0,271.255
S1-100785,21/05/2023,Second Class,Consumer,United States,Illinois,Springfield,Central,Office Supplies,Storage,4,161.51,0,137.6825
S1-100786,01/04/2023,Second Class,Corporate,United States,Colorado,Denver,West,Furniture,Tables,2,18.75,0,14.56
S1-100787,11/11/2023,First Class,Consumer,United States,California,Los Angeles,West,Furniture,Chairs,1,520.33,0.1,417.33
S1-100788,20/12/2022,Second Class,Consumer,United States,New York,New York,East,Furniture,Bookcases,2,241.94,0,196.415
S1-100789,10/05/2023,Standard Class,Consumer,United States,Illinois,Springfield,Central,Furniture,Chairs,3,469.34,0,416.5533333
S1-100790,23/01/2022,Standard Class,Home Office,United States,Florida,Jacksonville,South,Technology,Copiers,1,496.95,0.1,336.66
S1-100791,08/05/2023,Standard Class,Home Office,United States,Massachusetts,Boston,East,Office Supplies,Labels,4,708.45,0,622.6775
S1-100792,29/03/2021,Second Class,Corporate,United States,Colorado,Colorado Springs,West,Technology,Copiers,1,152.06,0,91.45
S1-100793,26/02/2021,Second Class,Corporate,United States,New York,Rochester,East,Furniture,Chairs,2,175.7,0,116.745
S1-100794,28/05/2021,First Class,Corporate,United States,Texas,Dallas,Central,Technology,Copiers,2,746.51,0,512.17
S1-100795,11/06/2023,First Class,Corporate,United States,Colorado,Fort Collins,West,Technology,Phones,3,291.19,0,183.87
S1-100796,06/06/2021,Standard Class,Consumer,United States,Texas,Dallas,Central,Technology,Copiers,4,410.68,0.1,231.445
S1-100797,17/01/2023,Standard Class,Corporate,United States,Colorado,Denver,West,Office Supplies,Paper,4,671.91,0.3,409.63
S1-100798,08/04/2023,First Class,Corporate,United States,Florida,Tallahassee,South,Technology,Machines,1,756.24,0.2,483.89
S1-100799,11/05/2021,Same Day,Consumer,United States,Illinois,Springfield,Central,Furniture,Furnishings,2,112.58,0,75.39
S1-100800,23/01/2021,Standard Class,Corporate,United States,Illinois,Springfield,Central,Furniture,Chairs,3,438.67,0.1,336.3833333
S1-100801,04/10/2022,Second Class,Consumer,United States,Massachusetts,Springfield,East,Technology,Accessories,1,612.32,0.1,385.38
S1-100802,10/05/2023,Standard Class,Consumer,United States,Texas,Dallas,Central,Technology,Accessories,2,312.68,0.1,250.07
S1-100803,10/02/2023,First Class,Consumer,United States,Illinois,Aurora,Central,Office Supplies,Binders,4,346.41,0,216.5225
S1-100804,01/05/2023,Second Class,Home Office,United States,Texas,Austin,Central,Technology,Accessories,1,573.61,0.3,307.12
S1-100805,12/01/2021,First Class,Home Office,United States,Florida,Jacksonville,South,Technology,Copiers,3,463.82,0,377.0333333
S1-100806,14/02/2022,Same Day,Home Office,United States,Colorado,Colorado Springs,West,Office Supplies,Art,1,106.36,0,67.82
S1-100807,16/04/2021,Same Day,Home Office,United States,Washington,Tacoma,West,Furniture,Tables,2,12.02,0,10.74
S1-100808,13/08/2022,Standard Class,Consumer,United States,New York,Albany,East,Furniture,Bookcases,4,751.96,0,555.5575
S1-100809,14/01/2021,First Class,Consumer,United States,Florida,Miami,South,Furniture,Furnishings,4,66.57,0,48.9725
S1-100810,01/07/2022,Second Class,Corporate,United States,Texas,Houston,Central,Technology,Copiers,1,211.67,0.1,148.64
S1-100811,21/03/2023,Second Class,Consumer,United States,New York,Buffalo,East,Technology,Copiers,4,467.98,0,336.545
S1-100812,14/02/2021,Standard Class,Home Office,United States,Florida,Tampa,South,Technology,Phones,2,338.4,0,264.845
S1-100813,14/03/2021,Standard Class,Consumer,United States,Colorado,Aurora,West,Technology,Machines,2,445.29,0,370.01
S1-100814,03/12/2022,Standard Class,Corporate,United States,New York,Buffalo,East,Furniture,Tables,3,208.29,0,176.61
S1-100815,13/12/2021,Standard Class,Corporate,United States,Illinois,Naperville,Central,Office Supplies,Labels,4,697.73,0,469.1225
S1-100816,20/03/2022,Standard Class,Consumer,United States,Florida,Tampa,South,Furniture,Chairs,3,552.06,0.3,255.3333333
S1-100817,26/11/2023,Standard Class,Consumer,United States,Massachusetts,Springfield,East,Office Supplies,Storage,4,502.28,0,382.6625
S1-100818,05/05/2021,First Class,Consumer,United States,New York,Albany,East,Office Supplies,Paper,4,302.25,0,237.9275
S1-100819,13/06/2021,Standard Class,Home Office,United States,Colorado,Aurora,West,Furniture,Furnishings,3,501.67,0,368.42
S1-100820,25/12/2023,Same Day,Consumer,United States,California,Sacramento,West,Furniture,Bookcases,2,321.22,0,254.155
S1-100821,28/03/2021,First Class,Consumer,United States,Washington,Everett,West,Technology,Copiers,1,682.29,0,494.2
S1-100822,29/03/2022,Second Class,Consumer,United States,Florida,Jacksonville,South,Furniture,Furnishings,1,559.99,0,495.48
S1-100823,09/01/2021,Standard Class,Home Office,United States,New York,Buffalo,East,Technology,Copiers,1,740.69,0,592.94
S1-100824,29/01/2022,Standard Class,Home Office,United States,California,Sacramento,West,Technology,Accessories,1,127.97,0,91.8
S1-100825,05/04/2023,Standard Class,Corporate,United States,Florida,Miami,South,Technology,Machines,1,614.64,0,508.83
S1-100826,29/09/2022,Standard Class,Corporate,United States,Florida,Miami,South,Technology,Machines,4,747.62,0,612.5725
S1-100827,26/12/2022,Standard Class,Consumer,United States,Washington,Seattle,West,Technology,Copiers,2,340.87,0.1,269.27
S1-100828,27/11/2022,Standard Class,Consumer,United States,Washington,Tacoma,West,Office Supplies,Storage,1,323.88,0.2,182.62
S1-100829,19/05/2023,Standard Class,Corporate,United States,Arizona,Scottsdale,West,Office Supplies,Paper,2,540.55,0,324.72
S1-100830,02/07/2023,Same Day,Corporate,United States,Arizona,Tucson,West,Furniture,Tables,1,554.94,0,394.69
S1-100831,11/07/2022,Standard Class,Consumer,United States,Nevada,Henderson,West,Furniture,Tables,3,735.4,0.2,406.97
S1-100832,09/04/2023,Standard Class,Home Office,United States,California,San Jose,West,Furniture,Furnishings,1,561,0,471.47
S1-100833,08/11/2021,Second Class,Consumer,United States,Texas,San Antonio,Central,Furniture,Bookcases,3,663.29,0,477.6233333
S1-100834,19/08/2021,Standard Class,Corporate,United States,Texas,Austin,Central,Technology,Accessories,3,503.46,0,305.5733333
S1-100835,04/12/2022,Standard Class,Consumer,United States,Massachusetts,Lowell,East,Technology,Phones,4,541.36,0,470.26
S1-100836,08/09/2023,Standard Class,Corporate,United States,Texas,Fort Worth,Central,Office Supplies,Binders,4,100.11,0.1,63.0975
S1-100837,17/08/2022,Standard Class,Corporate,United States,Washington,Tacoma,West,Furniture,Tables,3,579.91,0.1,377.2133333
S1-100838,07/01/2022,Standard Class,Consumer,United States,Washington,Tacoma,West,Furniture,Tables,2,778.82,0,567.615
S1-100839,04/01/2021,Second Class,Consumer,United States,Colorado,Boulder,West,Office Supplies,Art,3,440.13,0.1,354.4433333
S1-100840,06/12/2023,Second Class,Home Office,United States,Illinois,Chicago,Central,Office Supplies,Labels,4,155.23,0.1,120.715
S1-100841,18/11/2021,Standard Class,Consumer,United States,Colorado,Boulder,West,Office Supplies,Binders,4,754.8,0.2,422.7925
S1-100842,04/12/2021,Standard Class,Consumer,United States,New York,Syracuse,East,Office Supplies,Labels,3,633.08,0,562.9533333
S1-100843,14/12/2022,Standard Class,Corporate,United States,California,Los Angeles,West,Technology,Copiers,4,339.27,0.1,269.085
S1-100844,29/04/2023,Second Class,Home Office,United States,Arizona,Tucson,West,Furniture,Tables,1,349.97,0,221.57
S1-100845,04/07/2022,Standard Class,Consumer,United States,Massachusetts,Boston,East,Furniture,Furnishings,1,761.99,0.2,485.67
S1-100846,25/09/2022,Standard Class,Corporate,United States,Massachusetts,Springfield,East,Office Supplies,Labels,3,314.83,0,238.2466667
S1-100847,01/03/2022,First Class,Consumer,United States,Washington,Everett,West,Office Supplies,Paper,1,635.9,0,435.01
S1-100848,31/01/2023,Second Class,Corporate,United States,California,Los Angeles,West,Technology,Copiers,4,753.86,0,633.07
S1-100849,20/11/2022,Standard Class,Corporate,United States,New York,Syracuse,East,Office Supplies,Labels,3,131.82,0.2,80.88666667
S1-100850,09/01/2022,First Class,Corporate,United States,California,San Francisco,West,Furniture,Bookcases,2,457.6,0,404.47
S1-100851,11/01/2021,Standard Class,Consumer,United States,New York,Rochester,East,Office Supplies,Labels,3,743.32,0,568.7466667
S1-100852,27/02/2021,Standard Class,Consumer,United States,Colorado,Colorado Springs,West,Technology,Accessories,4,657.59,0,542.2775
S1-100853,26/11/2022,Standard Class,Corporate,United States,Colorado,Denver,West,Furniture,Furnishings,1,93.55,0.2,47.42
S1-100854,01/08/2022,Second Class,Consumer,United States,Texas,Houston,Central,Furniture,Furnishings,3,598.02,0,492.2166667
S1-100855,29/05/2023,First Class,Corporate,United States,Colorado,Fort Collins,West,Technology,Copiers,1,543.75,0.1,337.67
S1-100856,19/05/2022,Second Class,Consumer,United States,Florida,Orlando,South,Technology,Phones,2,718.96,0,581.13
S1-100857,13/08/2021,Standard Class,Home Office,United States,Colorado,Aurora,West,Technology,Accessories,3,22.95,0,18.05
S1-100858,03/10/2022,Second Class,Corporate,United States,Illinois,Aurora,Central,Office Supplies,Paper,2,116.43,0,86.84
S1-100859,15/12/2021,Standard Class,Consumer,United States,Illinois,Chicago,Central,Technology,Accessories,4,529.82,0,385.7475
S1-100860,07/12/2022,Standard Class,Corporate,United States,Illinois,Chicago,Central,Furniture,Furnishings,2,181.78,0.1,110.935
S1-100861,13/11/2023,Second Class,Consumer,United States,Texas,San Antonio,Central,Office Supplies,Paper,3,459.04,0,299.9433333
S1-100862,18/06/2023,First Class,Consumer,United States,Massachusetts,Springfield,East,Furniture,Bookcases,1,245.36,0.2,141.98
S1-100863,20/03/2021,Standard Class,Consumer,United States,Illinois,Naperville,Central,Furniture,Bookcases,2,211.95,0,161.32
S1-100864,28/11/2023,Second Class,Consumer,United States,New York,Syracuse,East,Furniture,Tables,2,549.4,0,405.5
S1-100865,25/11/2021,Standard Class,Consumer,United States,Florida,Tallahassee,South,Technology,Phones,1,153.5,0,118.06
S1-100866,22/06/2022,First Class,Consumer,United States,New York,Buffalo,East,Technology,Machines,3,368.22,0,286.8766667
S1-100867,01/06/2022,Second Class,Consumer,United States,California,San Diego,West,Technology,Phones,3,623.06,0,518.92
S1-100868,17/03/2023,First Class,Consumer,United States,Texas,San Antonio,Central,Technology,Machines,1,625.97,0,381.58
S1-100869,01/10/2022,Standard Class,Corporate,United States,Illinois,Aurora,Central,Furniture,Chairs,2,124.03,0,80.57
S1-100870,02/06/2021,Standard Class,Consumer,United States,New York,Rochester,East,Furniture,Tables,2,107.26,0,65.495
S1-100871,31/01/2023,Standard Class,Consumer,United States,Arizona,Phoenix,West,Technology,Copiers,1,160.05,0,121.54
S1-100872,29/04/2022,Standard Class,Consumer,United States,Nevada,Reno,West,Technology,Machines,4,792.24,0,505.2575
S1-100873,24/03/2021,Second Class,Corporate,United States,New York,Rochester,East,Office Supplies,Storage,2,432.29,0,361.175
S1-100874,13/03/2023,Standard Class,Corporate,United States,California,San Francisco,West,Furniture,Bookcases,2,556.78,0.2,371.315
S1-100875,20/08/2023,Standard Class,Consumer,United States,Arizona,Mesa,West,Technology,Machines,1,219.64,0,157.65
S1-100876,25/03/2023,Standard Class,Consumer,United States,Illinois,Chicago,Central,Furniture,Bookcases,2,639.35,0.3,344.395
S1-100877,14/03/2021,Standard Class,Corporate,United States,Texas,Fort Worth,Central,Technology,Machines,1,361.45,0.1,279.73
S1-100878,30/05/2021,First Class,Corporate,United States,Illinois,Chicago,Central,Technology,Accessories,1,494.76,0,345.6
S1-100879,17/02/2022,Standard Class,Corporate,United States,Nevada,Sparks,West,Furniture,Bookcases,3,384.55,0,246.38
S1-100880,09/08/2021,First Class,Corporate,United States,Texas,Dallas,Central,Furniture,Chairs,3,23.8,0.1,18.69666667
S1-100881,22/01/2022,First Class,Home Office,United States,Nevada,Sparks,West,Office Supplies,Labels,2,691.43,0.1,518.2
S1-100882,04/10/2022,Same Day,Home Office,United States,Florida,Tampa,South,Office Supplies,Art,4,578.47,0.3,264.6575
S1-100883,16/01/2022,Second Class,Consumer,United States,California,San Jose,West,Furniture,Bookcases,1,520.25,0.1,305.4
S1-100884,21/01/2021,Same Day,Corporate,United States,Texas,Houston,Central,Furniture,Bookcases,3,648.43,0,544.16
S1-100885,24/10/2022,Standard Class,Consumer,United States,Florida,Miami,South,Furniture,Bookcases,1,706.27,0.3,334.19
S1-100886,09/07/2022,Second Class,Consumer,United States,New York,Buffalo,East,Technology,Copiers,2,76.81,0,55.385
S1-100887,08/06/2023,Standard Class,Consumer,United States,Illinois,Springfield,Central,Furniture,Furnishings,2,704.33,0,458.94
S1-100888,06/05/2023,Standard Class,Consumer,United States,Arizona,Scottsdale,West,Office Supplies,Paper,1,42.98,0,35.81
S1-100889,28/07/2022,Standard Class,Consumer,United States,Arizona,Chandler,West,Technology,Phones,1,194.92,0,135.63
S1-100890,22/02/2023,Standard Class,Home Office,United States,Texas,Fort Worth,Central,Technology,Accessories,1,328.42,0.1,216.62
S1-100891,29/11/2023,Second Class,Consumer,United States,Florida,Tampa,South,Office Supplies,Storage,2,430.6,0,370.425
S1-100892,09/11/2022,Standard Class,Consumer,United States,Washington,Bellevue,West,Furniture,Tables,2,600.24,0.3,300
S1-100893,29/05/2022,First Class,Corporate,United States,Colorado,Colorado Springs,West,Furniture,Furnishings,4,178.18,0,130.2825
S1-100894,28/06/2022,Standard Class,Corporate,United States,Texas,Houston,Central,Furniture,Furnishings,3,47.37,0.1,31.31666667
S1-100895,03/03/2023,Second Class,Consumer,United States,New York,Rochester,East,Furniture,Furnishings,2,540.17,0,324.495
S1-100896,16/06/2021,Standard Class,Consumer,United States,New York,Buffalo,East,Technology,Copiers,1,406.86,0,355.55
S1-100897,14/04/2023,Second Class,Consumer,United States,Nevada,Henderson,West,Technology,Phones,1,30.16,0.2,19.67
S1-100898,05/12/2023,Standard Class,Corporate,United States,Illinois,Naperville,Central,Office Supplies,Labels,3,228.38,0.3,97.45
S1-100899,20/06/2023,Second Class,Consumer,United States,Nevada,Las Vegas,West,Furniture,Tables,4,669.72,0,597.3175
